Row.names	WT1	WT2	WT4	SH1	SH2	SH3	SH4	SH5
Acmsd	1	2	0	2	1	1	1	2
Acnat1	0	0	6	0	0	0	0	0
Acnat2	0	0	0	0	0	0	0	0
Aco1	1156	1220	828	1095	1053	968	1092	1085
Aco2	2756	3300	2888	3211	2943	2444	2958	2937
Acod1	369	951	346	213	372	285	72	65
Acot1	60	129	104	52	48	114	26	38
Acot10	1	0	0	1	0	0	0	0
Acot11	18	19	10	9	14	12	13	13
Acot12	1	0	0	2	0	0	1	0
Acot13	249	347	354	316	274	343	221	263
Acot2	273	276	250	491	348	305	216	182
Acot3	0	0	0	0	0	0	1	0
Acot4	2	5	6	2	3	8	3	0
Acot5	0	0	0	0	0	0	0	0
Acot6	7	7	5	39	46	41	30	16
Acot7	1003	1197	2279	1166	1110	960	1082	949
Acot8	158	157	137	160	148	173	132	107
Acot9	2245	3158	1997	3177	2419	2206	1825	2273
Acox1	1110	1070	728	890	842	970	913	723
Acox2	0	0	0	29	34	13	41	16
Acox3	501	443	224	345	371	430	277	268
Acoxl	0	0	1	2	2	3	0	1
Acp1	812	1126	515	1325	891	984	864	1000
Acp2	1227	1222	720	942	1034	1046	855	864
Acp4	0	0	1	2	1	0	0	0
Acp5	69	131	258	49	47	57	52	44
Acp6	568	505	499	503	465	475	397	386
Acp7	0	0	0	0	0	0	0	0
Acpp	15	12	23	4	22	6	5	3
Acr	1	0	0	0	2	0	1	1
Acrbp	34	15	77	54	34	28	38	38
Acrv1	0	0	0	0	0	0	0	0
Acsbg1	243	210	225	469	331	346	237	303
Acsbg2	8	3	0	0	0	2	0	1
Acsbg3	21	29	11	24	27	11	22	16
Acsf2	221	229	187	88	110	156	122	74
Acsf3	53	79	54	74	45	51	39	56
Acsl1	403	452	219	460	464	493	330	288
Acsl3	655	696	286	491	704	677	498	598
Acsl4	1633	1716	807	2015	2291	2431	1536	1805
Acsl5	2533	2929	3033	2140	2520	2217	2329	2137
Acsl6	0	2	1	0	1	0	0	0
Acsm1	0	0	0	0	0	0	0	0
Acsm2	0	0	0	0	0	0	0	0
Acsm3	11	7	2	6	9	8	5	4
Acsm4	0	0	0	1	1	3	0	14
Acsm5	0	0	2	0	0	0	0	0
Acss1	88	94	65	64	68	49	55	48
Acss2	152	149	182	128	217	259	157	209
Acss3	0	0	0	0	0	0	1	0
Acta1	249	182	408	18	102	11	5	307
Acta2	145	401	613	321	223	217	174	208
Actb	43136	59086	72355	46351	47108	41822	43241	36221
Actbl2	0	0	0	1	0	1	0	0
Actc1	0	0	2	3	0	0	0	0
Acte1	0	1	0	0	1	0	0	0
Actg1	12093	15886	19017	8636	9303	7942	7533	6063
Actg2	1	7	49	8	4	5	3	1
Actl10	3	1	3	1	6	3	3	2
Actl11	0	0	0	0	0	0	0	0
Actl6a	702	904	441	920	751	691	722	936
Actl6b	0	0	1	1	3	0	0	0
Actl7a	1	0	2	0	0	0	2	2
Actl7b	0	0	0	0	0	0	0	0
Actl9	0	0	1	2	0	0	0	0
Actn1	2825	2874	2402	2992	2825	3091	3289	2102
Actn2	23	4	22	8	2	2	9	25
Actn3	17	11	58	10	8	3	4	7
Actn4	7092	7795	8845	7090	7640	6104	7355	6078
Actr10	1608	2042	1650	2220	1679	1666	1551	1600
Actr1a	2797	3325	3258	3595	3241	2953	2722	2794
Actr1b	1453	1586	1557	1343	1437	1317	1334	1188
Actr2	6305	7184	2667	6257	5709	5897	4713	5463
Actr3	6761	9367	4809	6176	6594	7201	5778	5752
Actr3b	9	4	5	3	2	2	1	1
Actr5	204	181	214	165	177	217	199	184
Actr6	427	569	293	662	480	525	507	549
Actr8	525	573	459	541	537	568	516	527
Actrt1	0	0	0	0	0	0	0	0
Actrt2	0	0	0	0	0	0	0	0
Actrt3	0	0	0	0	0	0	0	1
Acvr1	1153	986	542	969	1114	1235	1077	854
Acvr1b	336	327	212	187	234	279	264	232
Acvr1c	1	0	0	1	1	4	0	1
Acvr2a	473	411	173	569	490	637	467	535
Acvr2b	29	27	68	41	47	66	47	29
Acvrl1	379	387	519	208	348	372	250	217
Acy1	276	295	347	415	334	310	293	277
Acy3	115	123	187	114	104	112	95	106
Acyp1	137	161	172	155	106	105	159	107
Acyp2	150	149	84	122	85	89	74	86
Ada	219	269	295	207	202	157	211	190
Adad1	0	0	0	0	0	0	0	0
Adad2	0	0	0	0	0	0	0	0
Adal	251	211	165	270	269	284	214	266
Adam10	1911	1956	696	1622	1914	1771	1706	1624
Adam11	16	13	7	8	3	5	5	6
Adam12	186	246	153	213	295	195	253	255
Adam15	1120	1236	1385	835	835	753	1020	726
Adam17	1148	1143	437	1076	1147	1257	1068	1008
Adam18	0	0	1	0	0	0	0	0
Adam19	77	88	72	82	75	75	68	76
Adam1a	19	13	9	19	22	28	35	22
Adam1b	0	0	0	2	0	0	0	0
Adam2	0	0	0	0	0	0	0	0
Adam20	0	0	0	0	0	0	0	0
Adam21	9	0	1	1	3	3	7	2
Adam22	17	15	14	29	42	28	100	31
Adam23	25	32	52	8	14	12	18	14
Adam24	0	0	0	0	0	0	0	0
Adam25	0	0	0	0	0	0	0	0
Adam26a	0	0	0	0	0	0	0	0
Adam26b	0	0	0	0	0	0	0	0
Adam28	1	0	1	1	1	1	0	0
Adam29	0	0	0	0	0	0	0	0
Adam3	1	3	3	7	3	2	2	1
Adam30	0	0	0	0	3	0	2	0
Adam32	7	9	8	12	9	8	4	3
Adam33	979	668	631	936	1195	1147	1090	910
Adam34	0	0	0	0	0	0	0	0
Adam34l	0	0	0	0	0	0	0	0
Adam39	0	0	0	0	0	0	0	0
Adam4	12	15	9	21	19	24	34	31
Adam5	13	8	11	13	9	17	11	9
Adam6a	0	0	0	0	0	0	0	0
Adam6b	0	0	0	0	0	0	0	0
Adam7	0	0	0	0	0	0	0	0
Adam8	1342	2034	1777	1773	1619	1724	845	995
Adam9	3158	2824	1348	2883	3216	3100	2813	2733
Adamdec1	0	3	1	1	1	2	0	2
Adamts1	950	504	265	618	784	885	718	779
Adamts10	431	388	290	344	351	459	409	416
Adamts12	52	73	30	42	35	33	50	52
Adamts13	3	2	0	0	0	3	0	0
Adamts14	442	373	435	496	421	399	422	339
Adamts15	22	48	10	10	2	1	11	21
Adamts16	1	8	2	1	0	3	1	3
Adamts17	0	1	0	1	0	1	1	0
Adamts18	1	0	0	0	0	0	0	0
Adamts19	1	0	1	0	1	0	0	0
Adamts2	146	270	196	109	136	62	143	128
Adamts20	9	23	9	37	53	31	33	34
Adamts3	0	1	0	2	1	0	0	2
Adamts4	122	158	79	112	123	137	106	136
Adamts5	66	57	84	19	20	15	25	38
Adamts6	248	156	100	172	227	236	135	150
Adamts7	169	170	138	112	205	260	125	139
Adamts8	0	0	5	1	0	1	0	1
Adamts9	77	112	58	111	96	111	105	124
Adamtsl1	18	23	14	11	8	6	12	11
Adamtsl2	1	1	0	0	0	1	1	1
Adamtsl3	470	330	218	425	568	567	432	355
Adamtsl4	217	157	174	209	155	214	191	187
Adamtsl5	460	372	506	689	609	494	541	458
Adap1	118	161	105	58	82	59	56	40
Adap2	146	141	43	121	119	147	104	129
Adar	946	900	948	624	746	785	647	463
Adarb1	92	115	79	152	154	132	204	143
Adarb2	0	0	0	0	0	0	0	0
Adat1	197	149	147	212	213	170	205	172
Adat2	125	122	110	191	179	137	133	113
Adat3	0	0	0	0	0	0	0	0
Adck1	224	200	163	221	181	206	208	147
Adck2	157	127	101	134	145	138	139	91
Adck5	313	289	352	234	222	185	226	253
Adcy1	0	0	0	0	0	1	0	0
Adcy10	8	5	5	9	10	8	2	5
Adcy2	1	2	0	0	0	0	1	1
Adcy3	44	52	43	58	42	33	59	63
Adcy4	44	59	42	35	30	28	38	32
Adcy5	8	16	12	13	13	12	15	14
Adcy6	622	505	299	497	565	599	609	484
Adcy7	1073	1009	452	753	937	983	787	799
Adcy8	1	0	2	1	0	1	0	2
Adcy9	34	28	6	20	34	46	27	36
Adcyap1	0	0	2	0	0	0	0	0
Adcyap1r1	25	25	21	8	14	15	19	7
Add1	3286	3766	3242	3250	3802	3150	3384	2771
Add2	10	17	18	15	8	19	29	36
Add3	976	908	594	849	1058	901	897	821
Adgb	7	7	4	4	6	6	6	3
Adgra1	0	0	0	0	0	0	0	0
Adgra2	3568	3299	2700	2391	3698	2518	3336	2007
Adgra3	471	444	283	331	403	353	496	380
Adgrb1	1	0	1	1	1	2	0	0
Adgrb2	20	26	22	29	21	16	13	10
Adgrb3	0	0	3	0	0	0	0	0
Adgrd1	68	83	62	21	46	19	24	28
Adgre1	2318	1920	956	1174	1376	1711	1334	1356
Adgre4	12	21	11	11	8	7	1	9
Adgre5	299	284	153	180	248	236	220	191
Adgrf1	0	0	0	0	0	0	0	0
Adgrf2	0	1	2	1	0	3	0	2
Adgrf3	8	3	5	11	8	3	4	6
Adgrf4	0	2	1	0	2	4	1	0
Adgrf5	239	410	133	371	264	374	338	339
Adgrg1	118	122	163	149	68	48	112	86
Adgrg2	0	1	1	0	1	0	1	0
Adgrg3	16	23	31	61	20	15	23	4
Adgrg4	0	0	0	0	0	0	0	0
Adgrg5	49	60	48	24	50	46	22	33
Adgrg6	38	31	6	18	22	11	17	22
Adgrg7	0	2	0	0	0	3	0	0
Adgrl1	615	641	529	527	585	476	633	522
Adgrl2	96	129	60	121	98	81	100	86
Adgrl3	5	10	5	17	15	31	24	20
Adgrl4	108	148	53	138	91	126	125	157
Adgrv1	3	7	7	8	13	7	5	7
Adh1	9	13	9	10	6	1	3	0
Adh4	0	0	0	2	0	0	0	0
Adh5	2823	3744	2911	4026	2732	2978	2469	3048
Adh6a	0	0	1	0	0	0	0	0
Adh6b	6	5	3	4	8	13	4	10
Adh7	565	602	221	751	719	569	421	449
Adhfe1	70	61	38	85	78	86	60	64
Adi1	364	398	344	358	333	339	419	304
Adig	1	0	3	1	0	0	4	1
Adipoq	18	6	8	1	1	0	40	3
Adipor1	2458	3073	3030	2356	2542	2588	2330	1913
Adipor2	1983	1914	2131	1792	2143	2308	1980	1737
Adk	1532	2002	1119	1929	1577	1431	1375	1700
Adm	28	63	72	37	34	67	33	33
Adm2	2	1	6	0	1	0	2	3
Adnp	5	6	0	9	13	13	6	6
Adnp2	588	631	415	505	583	526	572	491
Ado	881	1002	882	860	921	932	1059	870
Adora1	0	0	0	0	0	0	0	0
Adora2a	26	30	26	30	19	13	9	18
Adora2b	59	72	41	24	24	37	27	34
Adora3	19	38	16	5	18	15	5	9
Adpgk	1008	796	522	806	793	672	734	716
Adprh	790	885	924	589	549	604	603	408
Adprhl1	2	0	7	0	0	0	0	2
Adprm	339	385	276	349	297	326	248	233
Adprs	466	482	600	497	395	335	418	332
Adra1a	0	1	1	0	0	1	1	0
Adra1b	0	0	0	0	0	0	0	0
Adra1d	2	9	11	4	14	4	7	4
Adra2a	18	17	13	13	8	22	8	16
Adra2b	44	42	46	44	44	39	65	53
Adra2c	0	0	0	0	0	0	0	0
Adrb1	11	5	5	3	4	6	9	9
Adrb2	85	56	36	33	50	64	62	63
Adrb3	0	0	2	0	0	0	0	0
Adrm1	1189	1366	1819	1144	1114	965	1114	913
Adsl	1896	2276	2407	2338	1769	1477	1596	2014
Adss	3728	4726	2867	4384	4005	3991	2644	3294
Adssl1	205	254	212	205	164	207	120	152
Adtrp	0	0	5	0	1	0	0	2
Aebp1	686	824	1143	321	427	315	412	380
Aebp2	1773	1844	1061	1778	1719	1716	1559	1539
Aen	792	802	750	855	651	511	716	706
AF067061	0	0	0	0	0	0	0	0
AF067063	0	0	0	0	0	0	0	0
Afap1	852	800	444	657	789	622	831	613
Afap1l1	81	145	45	85	69	74	104	141
Afap1l2	6	8	7	4	5	5	6	11
Afdn	2286	2293	1318	2031	2438	2398	2536	1936
Aff1	927	817	510	648	900	720	754	628
Aff2	0	0	0	0	0	0	0	1
Aff3	7	4	4	1	3	2	4	2
Aff4	2399	2243	919	1952	2205	2622	1890	1798
Afg1l	121	142	102	113	132	126	136	125
Afg3l1	1250	1417	1512	1089	1129	991	1119	934
Afg3l2	1060	1070	827	1044	1012	1080	1096	900
Afm	0	2	0	0	0	1	2	2
Afmid	60	63	27	32	44	38	32	31
Afp	17	25	66	47	60	15	70	98
Aftph	1123	1106	660	928	1031	1119	897	932
Aga	535	639	517	600	495	584	546	459
Agap1	746	965	607	690	728	806	771	619
Agap2	55	57	43	44	30	46	30	30
Agap3	767	941	911	737	819	654	1065	801
Agbl1	0	0	0	0	0	0	0	0
Agbl2	1	6	0	0	1	0	1	0
Agbl3	123	116	66	130	144	131	99	92
Agbl4	0	0	0	0	0	0	0	0
Agbl5	127	134	121	127	147	112	145	97
Ager	18	19	14	20	17	28	13	17
Agfg1	1480	1869	1000	1634	1525	1701	1341	1369
Agfg2	386	473	361	399	490	459	376	488
Aggf1	804	899	505	771	743	742	807	799
Agk	485	459	288	450	412	436	360	355
Agl	865	860	486	961	1062	1220	982	886
Agmat	1	0	0	1	3	1	1	0
Agmo	70	89	40	32	30	55	15	39
Ago1	908	865	491	666	844	858	819	689
Ago2	1589	1570	970	1909	2366	2484	2343	1842
Ago3	797	623	283	724	805	940	819	730
Ago4	70	42	13	36	20	36	28	26
Agpat1	1245	1458	1964	1346	1319	1138	1591	1080
Agpat2	479	517	844	427	411	323	329	329
Agpat3	1037	1022	1198	661	725	636	846	646
Agpat4	345	398	338	193	255	234	204	180
Agpat5	1073	1250	1002	1186	1037	944	1142	1207
Agps	2537	2568	1406	3016	2982	3047	2509	2707
Agr2	0	0	0	0	0	0	0	0
Agr3	0	0	0	0	0	0	0	0
Agrn	563	548	559	486	648	559	766	372
Agrp	11	3	5	3	10	10	3	6
Agt	8	3	10	115	64	117	62	84
Agtpbp1	675	622	388	677	851	833	619	613
Agtr1a	5	16	7	10	4	2	20	13
Agtr1b	0	0	0	0	0	0	0	0
Agtr2	6	24	2	2	6	0	0	13
Agtrap	934	991	844	595	788	779	758	583
Agxt	0	0	3	0	0	0	0	0
Agxt2	0	2	3	0	0	3	0	0
Ahctf1	2507	2630	1218	2663	2798	3370	2311	2556
Ahcy	1139	1317	1106	1364	1252	948	1152	1153
Ahcyl	2449	2836	2873	2676	2497	1886	2313	2278
Ahcyl1	3461	3695	2576	3949	3582	3563	3473	3565
Ahcyl2	875	802	431	861	903	1177	978	735
Ahdc1	298	284	217	196	197	267	319	209
Ahi1	423	452	281	476	481	510	515	416
Ahnak	34688	29159	16253	39543	44083	46164	36155	32025
Ahnak2	1265	1302	1726	758	935	910	856	539
Ahr	437	398	261	840	1112	1059	745	617
Ahrr	15	8	1	7	16	11	4	17
Ahsa1	1738	2212	2619	2324	1778	1533	2034	1693
Ahsa2	289	254	178	309	309	306	330	273
Ahsg	1	0	0	0	3	0	0	0
AI182371	12	12	3	14	20	11	11	8
AI413582	199	274	431	237	195	211	219	157
AI429214	15	17	5	19	14	21	10	17
AI467606	609	641	603	560	617	560	530	453
AI593442	0	0	3	0	1	0	0	0
AI597479	506	521	245	531	501	738	485	527
AI661453	7	9	14	16	8	3	7	4
AI837181	726	946	1463	661	678	734	804	560
AI854703	1	0	2	2	4	1	2	0
AI987944	368	411	241	470	399	464	299	437
Aicda	0	3	13	7	0	6	2	11
Aida	2641	3078	2259	2747	2839	2890	2039	2263
Aif1	824	1175	1149	438	580	595	478	503
Aif1l	41	59	83	10	5	6	9	9
Aifm1	1335	1300	1057	1424	1361	1103	1228	1386
Aifm2	408	409	490	446	461	505	423	338
Aifm3	0	0	0	1	0	0	0	0
Aig1	913	943	991	1158	1089	1037	828	711
Aim2	789	1158	480	973	877	830	509	668
Aimp1	2857	3743	3076	3601	2677	2669	2115	2638
Aimp2	595	727	865	790	728	572	577	499
Aip	1344	1443	1918	1531	1221	1546	1228	1231
Aipl1	28	26	12	16	12	9	7	8
Aire	4	2	38	2	3	4	1	3
Ajap1	0	0	0	0	0	0	0	0
Ajm1	34	21	16	25	35	49	24	28
Ajuba	496	554	537	428	509	412	581	347
Ak1	618	645	744	716	721	610	729	757
AK157302	214	216	144	264	203	238	176	203
Ak2	1348	1723	1490	1423	1293	1139	1271	1332
Ak3	295	284	154	259	192	230	195	251
Ak4	26	64	64	36	48	58	48	31
Ak5	563	539	390	604	619	567	482	414
Ak6	358	562	560	319	291	263	317	346
Ak7	1	5	0	5	2	2	3	0
Ak8	12	4	7	2	6	4	6	4
Ak9	2	2	4	0	0	0	0	0
Akain1	0	0	0	0	0	0	1	0
Akap1	1075	951	712	500	547	414	678	519
Akap10	504	479	278	351	422	492	442	421
Akap11	1176	1120	465	1338	1310	1295	1085	1184
Akap12	82	116	37	117	102	102	135	156
Akap13	976	833	357	826	933	1037	765	818
Akap14	0	0	1	1	1	0	0	0
Akap17b	58	54	16	36	39	28	51	34
Akap3	0	0	0	0	0	2	0	1
Akap4	0	0	0	0	0	0	0	0
Akap5	15	13	15	18	23	25	21	14
Akap6	8	14	11	2	5	5	6	8
Akap7	413	407	240	367	366	427	308	289
Akap8	2254	2166	1200	2841	2424	2735	2413	2176
Akap8l	651	523	704	639	612	694	717	505
Akap9	982	1002	465	1048	1444	1412	1271	1066
Akip1	35	72	65	45	32	35	22	30
Akirin1	1209	1448	748	1370	1212	1403	1027	1079
Akirin2	837	913	789	847	832	954	885	730
Akna	322	304	193	197	242	262	169	170
Aknad1	14	22	10	30	17	16	16	20
Akp3	0	0	0	0	0	0	0	0
Akr1a1	6079	7831	7630	6587	5578	5714	5256	5176
Akr1b10	583	613	532	457	439	445	321	358
Akr1b3	2465	3003	3248	2748	2283	1888	1922	2115
Akr1b7	0	0	1	2	1	1	2	0
Akr1b8	1202	1465	1282	1493	1218	1298	1021	1166
Akr1c12	4	8	4	2	4	2	2	3
Akr1c13	98	127	69	72	54	44	54	84
Akr1c14	18	12	11	26	30	79	8	25
Akr1c18	2	7	8	3	0	3	1	1
Akr1c19	0	0	0	0	0	0	0	0
Akr1c20	0	0	0	0	0	0	0	0
Akr1c21	0	0	0	0	0	0	0	0
Akr1c6	0	0	0	0	0	0	0	0
Akr1cl	0	0	0	0	0	0	0	0
Akr1d1	0	0	0	0	0	0	0	1
Akr1e1	508	527	420	473	479	508	367	462
Akr7a5	274	302	668	168	190	193	243	176
Akt1	3928	4822	4564	4202	4006	3562	4323	3532
Akt1s1	469	532	756	505	476	397	477	373
Akt2	2087	2107	2097	1900	1922	1871	1960	1635
Akt3	1213	1338	900	1351	1555	2107	1108	1132
Aktip	749	804	432	1079	906	1052	802	706
Alad	348	386	606	338	336	257	350	314
Alas1	308	424	310	297	311	336	275	264
Alas2	14	28	9	39	12	25	37	69
Alb	1	0	1	0	0	1	0	0
Albfm1	133	126	167	183	162	148	230	231
Alcam	431	622	156	364	332	342	169	252
Aldh16a1	564	563	760	467	483	416	440	357
Aldh18a1	2295	2470	2141	1920	2111	1672	1908	1494
Aldh1a1	12	9	5	1	3	2	7	3
Aldh1a2	7	26	12	9	13	2	6	10
Aldh1a3	7	5	1	3	3	3	5	0
Aldh1a7	1	0	0	0	0	0	1	0
Aldh1b1	36	38	21	20	23	29	18	20
Aldh1l1	24	44	17	20	24	41	28	31
Aldh1l2	584	532	196	749	1032	770	780	602
Aldh2	4309	4424	6270	3489	4053	3759	4447	3092
Aldh3a1	5	0	11	52	29	112	5	25
Aldh3a2	1055	1004	531	822	833	756	626	581
Aldh3b1	266	365	316	212	231	198	155	171
Aldh3b2	0	0	0	0	1	0	1	0
Aldh3b3	0	0	2	0	1	0	0	0
Aldh4a1	19	22	13	12	11	10	5	19
Aldh5a1	4	3	3	7	3	10	2	4
Aldh6a1	319	236	103	242	213	263	236	185
Aldh7a1	121	117	197	123	122	152	130	116
Aldh8a1	0	1	0	1	0	1	0	0
Aldh9a1	961	1249	1032	775	754	893	741	643
Aldoa	10264	13357	34141	9796	11605	14196	10361	7859
Aldoart1	0	0	0	0	0	0	0	0
Aldoart2	0	0	0	0	0	0	0	0
Aldob	0	0	0	0	1	0	0	0
Aldoc	61	161	207	55	92	62	85	78
Alg1	228	201	220	219	192	168	177	194
Alg10b	1946	1859	880	2158	2209	2005	2210	2348
Alg11	373	335	214	325	351	351	314	320
Alg12	377	388	434	368	359	288	388	357
Alg13	429	447	262	530	475	517	413	433
Alg14	586	843	575	739	532	536	492	574
Alg2	787	640	513	528	625	552	639	424
Alg3	180	199	337	219	218	178	209	155
Alg5	1024	1401	1196	1327	861	863	825	1223
Alg6	361	346	224	426	366	329	305	443
Alg8	621	565	638	792	712	688	544	698
Alg9	428	458	635	358	431	389	341	305
Alk	1	0	1	2	1	0	1	1
Alkal1	0	0	0	0	0	0	0	0
Alkal2	0	0	0	0	0	0	1	0
Alkbh1	487	500	486	663	522	531	479	412
Alkbh2	20	11	17	13	7	15	13	7
Alkbh3	438	474	475	612	499	509	352	393
Alkbh4	185	206	198	200	155	193	163	162
Alkbh5	2045	2364	1836	1536	2020	2223	1919	1546
Alkbh6	57	61	37	83	90	72	61	57
Alkbh7	95	110	155	99	91	88	106	67
Alkbh8	569	461	260	659	580	619	531	583
Allc	0	0	1	0	0	0	0	0
Alms1	335	306	188	401	418	398	422	432
Alox12	5	2	7	4	1	2	4	2
Alox12b	0	0	0	0	0	0	0	0
Alox12e	0	0	0	0	0	0	0	0
Alox15	6	7	2	7	11	2	2	4
Alox5	212	268	126	229	144	159	160	176
Alox5ap	162	181	140	124	158	113	84	129
Alox8	0	1	0	1	2	0	0	0
Aloxe3	2	2	6	8	7	5	3	2
Alpi	0	0	0	0	0	0	0	0
Alpk1	762	515	138	566	812	1079	430	584
Alpk2	4	0	1	0	1	1	1	3
Alpk3	1	5	6	3	2	1	0	3
Alpl	2	4	7	7	5	2	9	0
Alppl2	2	0	0	3	0	0	0	0
Als2	298	292	154	284	339	359	317	307
Als2cl	39	41	17	31	34	35	22	26
Alx1	0	0	0	0	0	0	0	0
Alx3	0	0	0	0	0	0	0	0
Alx4	0	2	0	0	0	1	1	0
Alyref	1690	2165	1879	1468	1242	1017	1191	1249
Alyref2	6	9	14	3	2	3	2	1
Amacr	163	181	146	165	184	127	104	195
Ambn	0	0	2	0	0	0	0	0
Ambp	7	12	6	5	4	4	2	4
Ambra1	742	735	546	749	748	762	695	548
Amd1	1892	2086	1007	2434	2152	1739	2000	2127
Amd2	89	94	55	98	96	68	127	111
Amdhd1	7	29	5	4	11	7	0	4
Amdhd2	256	297	296	228	220	236	197	189
Amelx	0	1	0	0	0	0	0	0
Amer1	534	405	213	538	589	634	547	439
Amer2	1	0	1	0	1	0	0	0
Amer3	0	0	0	0	0	0	0	0
Amfr	2777	2676	2126	2445	2587	2262	2465	1801
Amh	2	2	7	1	5	0	3	3
Amhr2	5	2	4	3	6	8	4	5
Amigo1	226	230	179	167	157	185	230	192
Amigo2	4910	4321	4526	4178	5406	3348	4962	4556
Amigo3	24	45	29	42	35	32	25	34
Ammecr1	799	846	345	693	797	798	690	644
Ammecr1l	226	185	59	221	269	326	281	213
Amn	2	3	4	1	2	1	3	2
Amn1	282	258	185	322	332	448	266	294
Amot	1296	971	407	1078	1077	1612	1087	1076
Amotl1	1366	1425	1249	1838	2099	2178	1925	1458
Amotl2	701	736	635	554	546	424	570	440
Ampd1	1	1	3	1	2	1	1	2
Ampd2	889	969	809	976	941	785	1119	805
Ampd3	277	303	413	222	227	264	196	210
Amph	1	1	1	0	1	0	1	0
Amt	115	66	64	96	103	131	95	95
Amtn	0	0	0	0	0	0	0	0
Amy1	29	57	30	26	33	38	25	29
Amy2a1	0	0	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0	0	0
Amz1	61	75	91	52	54	56	29	27
Amz2	858	915	810	778	645	739	721	634
Anapc1	2418	2496	1621	2229	2542	2444	2563	2297
Anapc10	439	541	411	694	504	471	388	483
Anapc11	1007	1087	1823	905	774	743	809	781
Anapc13	221	358	491	254	205	181	216	176
Anapc15	95	94	80	104	77	70	93	73
Anapc15-ps	8	10	9	8	3	5	4	10
Anapc16	730	905	824	800	715	653	624	688
Anapc2	1689	1588	1851	1653	1614	1577	1509	1224
Anapc4	2084	2584	1355	2737	2394	2292	1992	2228
Anapc5	6381	6868	7822	6381	6905	6106	5464	5568
Anapc7	800	894	911	731	750	740	695	633
Ang	20	36	36	30	26	37	22	27
Ang2	0	0	1	0	0	0	0	0
Ang4	7	9	0	23	10	6	9	6
Ang5	0	0	0	0	0	0	0	0
Ang6	0	0	0	0	0	0	0	0
Angel1	52	44	37	27	53	44	36	20
Angel2	1072	1081	733	1159	1165	1289	902	857
Angpt1	6	9	12	16	24	3	12	14
Angpt2	134	217	146	262	239	245	229	222
Angpt4	2	6	1	4	3	0	1	5
Angptl1	0	1	3	0	3	0	0	1
Angptl2	2902	2913	2314	3511	3956	3775	3276	2708
Angptl3	3	2	5	4	4	3	4	7
Angptl4	801	814	1512	850	460	688	531	457
Angptl6	117	128	205	284	208	139	146	95
Angptl7	16	21	11	34	20	7	16	26
Angptl8	3	0	2	2	5	1	0	1
Ank	7054	6013	3501	5307	5553	5474	6770	6170
Ank1	21	10	10	13	17	34	5	20
Ank2	146	168	64	69	95	51	58	83
Ank3	5	16	20	4	8	5	1	14
Ankar	0	0	1	0	0	0	0	0
Ankdd1a	0	2	3	1	0	0	0	1
Ankdd1b	6	1	1	1	4	0	0	6
Ankef1	3	2	0	46	33	16	59	45
Ankfn1	0	0	0	0	0	0	0	0
Ankfy1	2626	2644	1572	1908	2039	2154	1767	1796
Ankhd1	758	654	185	722	833	969	894	611
Ankib1	1611	1696	877	1619	1836	1633	1721	1574
Ankk1	0	0	0	0	0	0	0	0
Ankle1	211	167	172	230	174	133	185	187
Ankle2	1173	1091	883	1078	1065	1129	1121	947
Ankmy1	1	2	1	1	1	0	0	0
Ankmy2	446	384	395	512	460	459	422	454
Ankra2	378	421	183	394	426	430	324	389
Ankrd1	736	1047	1388	5236	4430	1717	4139	3094
Ankrd10	1285	1079	723	1354	1341	1235	1404	1183
Ankrd11	2462	2221	1195	2434	2864	2617	2423	1910
Ankrd12	678	555	241	733	769	1046	644	568
Ankrd13a	1565	1891	1461	1590	1605	1303	1523	1520
Ankrd13b	763	730	915	603	594	489	650	496
Ankrd13c	850	937	512	963	914	891	951	852
Ankrd13d	28	18	19	17	30	47	33	20
Ankrd16	909	554	256	1134	944	1121	695	841
Ankrd17	2441	2531	1516	2805	2482	2590	3069	2510
Ankrd2	15	4	23	0	2	3	2	11
Ankrd22	0	0	0	0	1	0	0	0
Ankrd23	3	8	2	10	8	4	12	7
Ankrd24	54	61	54	96	72	68	71	71
Ankrd26	626	476	258	582	577	635	638	885
Ankrd27	1459	1490	974	1151	1321	1194	1379	1162
Ankrd28	2774	2889	1296	3281	3384	3604	2240	2277
Ankrd29	52	50	63	77	61	73	110	81
Ankrd31	0	0	0	0	0	0	0	0
Ankrd33	1	1	0	1	2	4	0	3
Ankrd33b	23	35	32	22	14	39	5	15
Ankrd34a	0	4	3	0	2	5	5	1
Ankrd34b	0	0	2	0	1	0	0	0
Ankrd34c	0	0	0	0	0	0	0	0
Ankrd35	15	20	13	18	10	11	15	21
Ankrd36	0	0	0	0	0	2	0	1
Ankrd37	96	114	281	72	149	226	93	88
Ankrd39	89	91	73	73	81	105	71	64
Ankrd40	1200	1204	989	1010	968	916	925	832
Ankrd40cl	0	0	0	2	0	0	2	1
Ankrd42	23	17	11	26	28	20	26	22
Ankrd44	331	328	144	293	316	410	236	245
Ankrd45	3	2	6	3	6	5	4	2
Ankrd46	1128	1131	728	1128	933	1067	912	1039
Ankrd49	679	625	362	877	720	594	534	660
Ankrd50	852	888	586	856	1036	935	1021	796
Ankrd52	1308	1091	542	1460	1553	1545	1344	1236
